accession_number	organism_name	path
KT720324	Peribacillus glennii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KT720344	Peribacillus saganii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KM077161	Peribacillus alkalitolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KY038378	Peribacillus acanthi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
MN595122	Bacillus tepidiphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KT895286	Neobacillus cucumis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
JX113681	Neobacillus thermocopriae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
HG931339	Neobacillus jeddahensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AJ542512	Neobacillus novalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AJ542509	Neobacillus vireti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
JX262263	Neobacillus mesonae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AJ542508	Neobacillus bataviensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AJ542506	Neobacillus drentensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AJ542513	Neobacillus soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
U20385	Bacillus infernus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
JX274434	Compostibacillus humi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Compostibacillus"
HG315676	Bacillus dielmonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AB681784	Neobacillus fumarioli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
MT501786	Neobacillus endophyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AB021194	Neobacillus niacini	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
HQ224517	Neobacillus ginsengisoli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
AB245377	Neobacillus pocheonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
LC197810	Mesobacillus fermenti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
KJ630837	Mesobacillus rigiliprofundi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
HQ433471	Mesobacillus persicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
KP317497	Mesobacillus maritimus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AB859673	Mesobacillus campisalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
KY114944	Mesobacillus zeae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AJ717382	Mesobacillus foraminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AB198719	Mesobacillus boroniphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AB262082	Mesobacillus selenatarsenatis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AF221061	Mesobacillus jeotgali	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
FR733689	Mesobacillus subterraneus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
DQ371431	Mesobacillus thioparans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
AY189804	Mesobacillus stamsii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
KU601247	Mesobacillus harenae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Mesobacillus"
JF896450	Robertmurraya kyonggiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
AF071856	Robertmurraya siralis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
JF824800	Robertmurraya massiliosenegalensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
FJ889576	Robertmurraya beringensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
EU603328	Robertmurraya korlensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
EU656111	Niallia nealsonii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Niallia"
MK355518	Niallia taxi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Niallia"
AY043084	Niallia circulans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Niallia"
GQ465041	Peribacillus deserti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
DQ280367	Peribacillus kribbensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KX865139	Niallia endozanthoxylicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Niallia"
KT886063	Niallia oryzisoli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Niallia"
X60611	Bacillus benzoevorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
D16268	Cytobacillus firmus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
GQ292772	Cytobacillus oceanisediminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
AY904032	Bacillus infantis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
FR666703	Cytobacillus purgationiresistens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
KY582959	Cytobacillus praedii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
KP268082	Cytobacillus solani	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
LT598571	Bacillus massiliigabonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
HM035089	Cytobacillus eiseniae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
KR534504	Cytobacillus formosensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
EU861362	Cytobacillus horneckiae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
FN995265	Cytobacillus kochii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
KP259553	Cytobacillus depressus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
FN995266	Cytobacillus gottheilii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
DQ870688	Bacillus canaveralius	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
GU322908	Lederbergia graminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
JQ806742	Lederbergia panacisoli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
KF040589	Lederbergia wuyishanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
AJ535639	Lederbergia ruris	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
AB021189	Lederbergia lentus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
EU364818	Falsibacillus pallidus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Falsibacillus"
MH135316	Falsibacillus albus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Falsibacillus"
LN650668	Ferdinandcohnia onubensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Ferdinandcohnia"
KX904715	Ferdinandcohnia salidurans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Ferdinandcohnia"
MG589508	Ferdinandcohnia aciditolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Ferdinandcohnia"
LT671591	Bacillus sinesaloumensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AJ627210	Ferdinandcohnia humi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Ferdinandcohnia"
HF952774	Robertmurraya andreesenii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
GQ925365	Cytobacillus luteolus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Cytobacillus"
KC849424	Caldibacillus lycopersici	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
KY635836	Swionibacillus sediminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Swionibacillus"
KU324461	Bacillus mesophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MN088608	Bacillus aquiflavi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KF751884	Bacillus salitolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
EF114313	Priestia aryabhattai	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
D16273	Priestia megaterium	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
JX293295	Priestia qingshengii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
AB021185	Priestia flexa	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
FN999943	Priestia paraflexa	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
KY462210	Metabacillus iocasae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Metabacillus"
AJ781029	Metabacillus herbersteinensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Metabacillus"
DQ374637	Gottfriedia acidiceler	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Gottfriedia"
AJ419629	Gottfriedia luciferensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Gottfriedia"
KJ733017	Gottfriedia solisilvae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Gottfriedia"
KF040588	Priestia taiwanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
KC616733	Bacillus solimangrovi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AY829448	Litchfieldia alkalitelluris	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Litchfieldia"
HQ433466	Litchfieldia salsus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Litchfieldia"
LT617055	Sutcliffiella catenulata	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Sutcliffiella"
X76437	Sutcliffiella cohnii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Sutcliffiella"
HM460884	Sutcliffiella zhanjiangensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Sutcliffiella"
AB043865	Sutcliffiella horikoshii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Sutcliffiella"
KF811034	Bacillus tianshenii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
X76447	Sutcliffiella halmapala	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Sutcliffiella"
AB681412	Metabacillus fastidiosus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Metabacillus"
AFEU01000002	Bacillus methanolicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AB618147	Bacillus pakistanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KY451772	Bacillus spongiae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
EU484350	Geobacillus lituanicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
Z26923	Geobacillus thermoleovorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AB681787	Geobacillus kaustophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AJ293805	Geobacillus vulcani	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
GU459251	Geobacillus proteiniphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AY608935	Geobacillus thermocatenulatus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AB021196	Geobacillus stearothermophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AY312404	Geobacillus jurassicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AF276304	Geobacillus uzenensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
KF631430	Geobacillus icigianus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
EU477773	Geobacillus thermodenitrificans subsp. calidus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AY608961	Geobacillus thermodenitrificans subsp. thermodenitrificans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
HE613733	Geobacillus subterraneus subsp. aromaticivorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
CP014342	Geobacillus subterraneus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Geobacillus"
AM408559	Parageobacillus galactosidasius	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
MG603320	Parageobacillus yumthangensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
AF326278	Parageobacillus toebii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
AY608981	Parageobacillus thermoglucosidasius	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
FR749957	Parageobacillus thermantarcticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
AF067651	Parageobacillus caldoxylosilyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Parageobacillus"
FJ429590	Thermolongibacillus altinsuensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Thermolongibacillus"
FJ430056	Thermolongibacillus kozakliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Thermolongibacillus"
AB250968	Calditerricola satsumensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Calditerricola"
AB308475	Calditerricola yamamurae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Calditerricola"
AY753654	Caldalkalibacillus thermarum	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldalkalibacillus"
DQ221694	Caldalkalibacillus uzonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldalkalibacillus"
AJ564616	Caldibacillus debilis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
L09227	Saccharococcus thermophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Saccharococcus"
GQ153549	Anoxybacillus eryuanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
HM016869	Anoxybacillus flavithermus subsp. yunnanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
FJ438370	Anoxybacillus tengchongensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
EF654664	Anoxybacillus mongoliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
Z26932	Anoxybacillus flavithermus subsp. flavithermus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AY248711	Anoxybacillus kestanbolensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AJ010478	Anoxybacillus pushchinoensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
EU926955	Anoxybacillus kaynarcensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AF001963	Anoxybacillus ayderensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
EU326496	Anoxybacillus salavatliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
JF292514	Anoxybacillus thermarum	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
CP012152	Anoxybacillus gonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
HF558369	Flavobacterium thermophilum	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;""Flavobacterium"
AF510985	Anoxybacillus kamchatkensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AM409184	Anoxybacillus bogrovensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
FJ430012	Anoxybacillus calidus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
FJ474084	Anoxybacillus vitaminiphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
KJ722458	Anoxybacillus geothermalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AJ879076	Anoxybacillus rupiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
FN428691	Anoxybacillus tepidamans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AY327448	Anoxybacillus caldiproteolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AJ551330	Anoxybacillus contaminans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AB110008	Anoxybacillus voinovskiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
AJ618979	Anoxybacillus amylolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
MG661737	Anoxybacillus sediminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Anoxybacillus"
LT594972	Aeribacillus composti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Aeribacillus"
Z26930	Aeribacillus pallidus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Aeribacillus"
AJ504797	Bacillus aeolius	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MF582328	Bacillus manusensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AY605232	Bacillus alveayuensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MF582327	Bacillus kexueae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
Z26935	Bacillus smithii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KC291653	Bacillus fengqiuensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
JN036548	Bacillus songklensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
JX232168	Priestia abyssalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
AF281158	Jeotgalibacillus alimentarius	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
KJ460028	Jeotgalibacillus malaysiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
FJ527421	Jeotgalibacillus terrae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
LN866628	Jeotgalibacillus alkaliphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
EU874389	Jeotgalibacillus salarius	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
AY190535	Jeotgalibacillus campisalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
KX816420	Jeotgalibacillus proteolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
AJ237708	Jeotgalibacillus marinus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
FR693626	Jeotgalibacillus soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Jeotgalibacillus"
AF483625	Rossellomorea aquimaris	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Rossellomorea"
AB099708	Rossellomorea vietnamensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Rossellomorea"
KF265350	Rossellomorea enclensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Rossellomorea"
AF483624	Rossellomorea marisflavi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Rossellomorea"
KF548480	Rossellomorea oryzaecorticis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Rossellomorea"
LC367333	Bacillus salacetis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
ABFU01000135	Bacillus coahuilensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AY667495	Bacillus seohaeanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
LN625239	Robertmurraya crescens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Robertmurraya"
AB021192	Bacillus mycoides	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MW674729	Bacillus hominis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MG601116	Bacillus fungorum	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KU198626	Bacillus wiedmannii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MW674728	Bacillus paramobilis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AJ310100	Bacillus toyonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812418	Bacillus proteolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812449	Bacillus mobilis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812450	Bacillus pacificus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
D16281	Bacillus thuringiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MW674727	Bacillus sanguinis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812420	Bacillus paranthracis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AE016877	Bacillus cereus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812440	Bacillus albus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812415	Bacillus luti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812430	Bacillus nitratireducens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812435	Bacillus tropicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KJ812444	Bacillus paramycoides	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
AB190217	Bacillus anthracis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
ACMX01000133	Bacillus pseudomycoides	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
FJ416489	Bacillus gaemokensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
